100,4.857e-06
20098,0.000200267
40096,0.000388284
60094,0.000575407
80092,0.000764453
100090,0.000975493
120088,0.00119835
140086,0.0013989
160084,0.00204712
180082,0.00174548
200080,0.00209794
220078,0.00225348
240076,0.00241857
260074,0.00261754
280072,0.00270076
300070,0.00330133
320068,0.00311441
340066,0.00336629
360064,0.00355471
380062,0.00377909
400060,0.00389865
420058,0.00412278
440056,0.00435797
460054,0.00463376
480052,0.00481903
500050,0.00497636
520048,0.00554746
540046,0.00551564
560044,0.00552941
580042,0.00567421
600040,0.0060001
620038,0.00611141
640036,0.00641666
660034,0.00646692
680032,0.00695229
700030,0.00690094
720028,0.00725458
740026,0.0074852
760024,0.00797255
780022,0.00792136
800020,0.00807879
820018,0.00805165
840016,0.00819155
860014,0.0087267
880012,0.0089764
900010,0.00920624
920008,0.00920319
940006,0.00980642
960004,0.00980244
980002,0.0095918
