100,3.43e-07
20098,1.196e-06
40096,8.73e-07
60094,9.46e-07
80092,9.04e-07
100090,1.747e-06
120088,1.955e-06
140086,1.903e-06
160084,1.539e-06
180082,1.612e-06
200080,1.497e-06
220078,1.685e-06
240076,1.736e-06
260074,1.851e-06
280072,3.349e-06
300070,3.078e-06
320068,2.454e-06
340066,1.944e-06
360064,2.298e-06
380062,2.059e-06
400060,1.6951e-05
420058,3.307e-06
440056,2.132e-06
460054,2.797e-06
480052,2.507e-06
500050,2.859e-06
520048,2.766e-06
540046,2.173e-06
560044,2.985e-06
580042,3.525e-06
600040,2.745e-06
620038,2.517e-06
640036,3.151e-06
660034,4.024e-06
680032,2.558e-06
700030,3.348e-06
720028,2.413e-06
740026,3.151e-06
760024,4.253e-06
780022,3.495e-06
800020,4.284e-06
820018,4.493e-06
840016,5.366e-06
860014,4.45e-06
880012,6.135e-06
900010,5.907e-06
920008,5.335e-06
940006,3.983e-06
960004,9.828e-06
980002,4.004e-06
